31147294;10.08.2024 00:00:00;2754027;2421,0000
31165809;10.08.2024 00:00:00;3851024;1210,5000
31108895;10.08.2024 00:00:00;2632010;2354,4200
31122334;10.08.2024 00:00:00;2811040;1210,5000
31139742;10.08.2024 00:00:00;2831154;605,2500
31146949;10.08.2024 00:00:00;1481069;1815,7500
31147711;10.08.2024 00:00:00;2333051;1210,5000
31165480;10.08.2024 00:00:00;3841065;1815,7500
31113422;10.08.2024 00:00:00;2041307;2939,1000
31121829;10.08.2024 00:00:00;1881038;16,9400
31124981;10.08.2024 00:00:00;1485025;200,0000
31162901;10.08.2024 00:00:00;2475060;116,8200
31136536;10.08.2024 00:00:00;1352002;338,9400
31170385;10.08.2024 00:00:00;0591068;2421,0000
31101446;10.08.2024 00:00:00;2222030;1815,7500
31108210;10.08.2024 00:00:00;2701021;1844,8000
31133014;10.08.2024 00:00:00;1692019;671,0000
31103420;10.08.2024 00:00:00;1841037;1210,5000
31165039;10.08.2024 00:00:00;2364009;627,6500
31144318;10.08.2024 00:00:00;2981078;605,2500
31149334;10.08.2024 00:00:00;1272080;1210,5000
31158865;10.08.2024 00:00:00;1961071;605,2500
31139883;10.08.2024 00:00:00;3211013;1815,7500
31129164;10.08.2024 00:00:00;1581019;2765,3900
31139846;10.08.2024 00:00:00;2381023;1469,5400
31143029;10.08.2024 00:00:00;1883009;1250,0000
31122734;10.08.2024 00:00:00;1883033;4408,6500
31120416;10.08.2024 00:00:00;1931072;5170,0400
31132903;10.08.2024 00:00:00;0461121;605,2500
31127131;10.08.2024 00:00:00;2692118;605,2500
31159359;10.08.2024 00:00:00;0352023;605,2500
31160727;10.08.2024 00:00:00;3511029;605,2500
31117326;10.08.2024 00:00:00;2831107;1210,5000
31165358;10.08.2024 00:00:00;3831042;1210,5000
31148800;10.08.2024 00:00:00;1935087;1210,5000
31163054;10.08.2024 00:00:00;2473014;759,5900
31134500;10.08.2024 00:00:00;0402006;605,2500
31143965;10.08.2024 00:00:00;1841003;605,2500
31132366;10.08.2024 00:00:00;1851077;1210,5000
31106896;10.08.2024 00:00:00;1821078;1210,5000
31157827;10.08.2024 00:00:00;1665039;870,3500
31109858;10.08.2024 00:00:00;2762029;533,1400
31136237;10.08.2024 00:00:00;1961065;677,2700
31141716;10.08.2024 00:00:00;1801084;566,5100
31108719;10.08.2024 00:00:00;1141068;4408,6400
31144772;10.08.2024 00:00:00;1071270;581,6500
31148004;10.08.2024 00:00:00;3321005;1815,7500
31167493;10.08.2024 00:00:00;3241006;1902,3100
31126425;10.08.2024 00:00:00;1872036;1459,2600
31124657;10.08.2024 00:00:00;1373005;2651,6000
31166311;10.08.2024 00:00:00;3891016;520,5200
31148028;10.08.2024 00:00:00;3321064;774,7200
31125203;10.08.2024 00:00:00;1391013;84,1300
31169492;10.08.2024 00:00:00;0521041;302,0200
31137675;10.08.2024 00:00:00;2481068;1573,6500
31150295;10.08.2024 00:00:00;2313045;1479,8400
31122607;10.08.2024 00:00:00;1763010;605,2500
31172806;10.08.2024 00:00:00;0731078;1229,8700
31149139;10.08.2024 00:00:00;1264007;165,1700
31123403;10.08.2024 00:00:00;1322017;1255,2900
31155402;10.08.2024 00:00:00;3631049;1209,5000
31131199;10.08.2024 00:00:00;2261064;605,2500
31153771;10.08.2024 00:00:00;1161076;500,0000
31167508;10.08.2024 00:00:00;3241021;1210,5000
31152263;10.08.2024 00:00:00;2761039;605,2500
31117604;10.08.2024 00:00:00;1242003;2000,0000
31142855;10.08.2024 00:00:00;2571052;740,8200
31163595;10.08.2024 00:00:00;2511024;2027,5900
31153388;10.08.2024 00:00:00;1231153;1226,1400
31144303;10.08.2024 00:00:00;2981036;354,0700
31138374;10.08.2024 00:00:00;2591177;1033,7600
31170411;10.08.2024 00:00:00;0602019;77,4700
31107510;10.08.2024 00:00:00;1422064;605,2500
31106802;10.08.2024 00:00:00;2174021;3619,3900
31128339;10.08.2024 00:00:00;1021046;895,0000
31149949;10.08.2024 00:00:00;3332001;433,3600
31142528;10.08.2024 00:00:00;1781042;714,8000
31109236;10.08.2024 00:00:00;2764102;1235,3200
31139005;10.08.2024 00:00:00;2213019;605,2500
31139294;10.08.2024 00:00:00;3101023;579,2300
31119433;10.08.2024 00:00:00;3461008;723,2700
31155342;10.08.2024 00:00:00;3561130;1210,5000
31198557;10.08.2024 00:00:00;0681032;605,2500
31163385;10.08.2024 00:00:00;2432031;1746,7500
31142532;10.08.2024 00:00:00;1781057;1034,9800
31120605;10.08.2024 00:00:00;2994074;752,3300
31141117;10.08.2024 00:00:00;2306050;414,5900
31121102;10.08.2024 00:00:00;1663006;1028,9300
31105063;10.08.2024 00:00:00;2653019;3026,2500
31147054;10.08.2024 00:00:00;1433032;1815,7500
31135303;10.08.2024 00:00:00;3631055;7,8600
31172317;10.08.2024 00:00:00;0713110;3078,9100
31124610;10.08.2024 00:00:00;1801103;1137,8700
31108070;10.08.2024 00:00:00;3142022;689,3800
31172673;10.08.2024 00:00:00;0721038;1469,5500
31136297;10.08.2024 00:00:00;3701047;1210,5000
31110947;10.08.2024 00:00:00;1031047;2939,0900
31169504;10.08.2024 00:00:00;0521053;3026,2500
31103746;10.08.2024 00:00:00;2981058;1593,0200
31107138;10.08.2024 00:00:00;2333067;291,7300
31151927;10.08.2024 00:00:00;1541022;605,2500
31143224;10.08.2024 00:00:00;1282023;605,2500
31163506;10.08.2024 00:00:00;2432153;605,2500
31160974;10.08.2024 00:00:00;0451029;1210,5000
31140585;10.08.2024 00:00:00;1671007;14,6300
31120412;10.08.2024 00:00:00;1931057;933,3000
31106882;10.08.2024 00:00:00;1821027;9,0800
31106887;10.08.2024 00:00:00;1821056;952,0600
31137750;10.08.2024 00:00:00;2582007;1837,5400
31138896;10.08.2024 00:00:00;1802056;1815,7500
31155054;10.08.2024 00:00:00;2812023;3558,8700
31106883;10.08.2024 00:00:00;1821030;1210,5000
31143309;10.08.2024 00:00:00;1333059;861,2700
31107211;10.08.2024 00:00:00;1951027;605,2500
31131375;10.08.2024 00:00:00;2271132;1146,9500
